Opportunity_ID,Salesperson_Name,Region,Industry,Lead_Source,Deal_Stage,Plan_Type,Concurrent_Sessions,Managed_Devices,Deal_Size (£),ARR (£),Closed_Lost_Reason,Sales_Cycle_Days,Created_Date,Closed_Date
823,Salesperson_3,EU,Healthcare,Event,Closed Won,Enterprise,5,3,9732.15,111177.52,No Decision,175,2026-04-02,
824,Salesperson_4,North America,Managed Service Providers,Marketing,Negotiation,Plus,4,150,47036.15,233430.16,,58,2026-04-03,
825,Salesperson_5,North America,Managed Service Providers,Outbound,Closed Won,Essentials,4,200,65992.92,199578.36,Budget Constraints,162,2026-04-04,
826,Salesperson_6,EU,Other,Inbound,Qualified,Essentials,4,200,37317.51,82794.16,,164,2026-04-05,2024-08-02 00:00:00
827,Salesperson_7,EU,Education,Partner,Negotiation,Essentials,4,200,70921.33,211150.6,,40,2026-04-06,2024-09-25 00:00:00
828,Salesperson_8,EU,Other,Event,Closed Won,Premium,5,50,60256.58,166976.95,,85,2026-04-07,
829,Salesperson_9,EU,Education,Marketing,Negotiation,Essentials,4,50,33356.23,220005.52,,25,2026-04-08,
830,Salesperson_10,North America,Manufacturing,Outbound,Closed Lost,Plus,2,50,73088.27,13730.87,,59,2026-04-09,
831,Salesperson_1,North America,Healthcare,Event,Negotiation,Enterprise,4,50,23043.88,160451.8,Budget Constraints,144,2026-04-10,
832,Salesperson_2,EU,Healthcare,Event,Closed Won,Premium,4,200,145304.33,6952.79,,139,2026-04-11,2024-09-28 00:00:00
833,Salesperson_3,EU,Education,Outbound,Proposal Sent,Essentials,1,200,137534.25,38534.29,No Decision,82,2026-04-12,2024-04-07 00:00:00
834,Salesperson_4,EU,Other,Inbound,Proposal Sent,Enterprise,1,200,64875.54,97171.22,,73,2026-04-13,2023-12-26 00:00:00
835,Salesperson_5,EU,Other,Inbound,Closed Won,Premium,4,200,123960.61,236074.78,,106,2026-04-14,
836,Salesperson_6,EU,Manufacturing,Marketing,Qualified,Plus,1,150,107056.07,169970.17,,118,2026-04-15,
837,Salesperson_7,EU,Managed Service Providers,Event,Closed Lost,Essentials,3,50,112467.19,69995.08,,12,2026-04-16,2024-04-25 00:00:00
838,Salesperson_8,EU,Healthcare,Marketing,Negotiation,Enterprise,5,3,6102.74,42101.11,,86,2026-04-17,2024-03-01 00:00:00
839,Salesperson_9,EU,Healthcare,Outbound,Proposal Sent,Premium,2,50,59323.35,204397.87,,76,2026-04-18,
840,Salesperson_10,North America,Managed Service Providers,Event,Closed Won,Enterprise,2,50,37470.81,184722.37,,62,2026-04-19,2024-08-10 00:00:00
841,Salesperson_1,EU,Education,Marketing,Qualified,Plus,1,3,46122.64,74236.92,,46,2026-04-20,
842,Salesperson_2,EU,Other,Outbound,Closed Lost,Essentials,1,50,132543.04,53650.38,,85,2026-04-21,2024-05-06 00:00:00
843,Salesperson_3,EU,Healthcare,Inbound,Closed Lost,Premium,5,150,43352.37,219586.67,No Decision,16,2026-04-22,2023-12-17 00:00:00
844,Salesperson_4,North America,Managed Service Providers,Event,Proposal Sent,Essentials,2,150,126580.21,237954.03,Lack of Features,17,2026-04-23,
845,Salesperson_5,North America,Managed Service Providers,Marketing,Qualified,Premium,1,200,120295.04,215003.42,,176,2026-04-24,
846,Salesperson_6,North America,Education,Marketing,Closed Won,Plus,5,3,65133.9,188614.26,,174,2026-04-25,2024-07-04 00:00:00
847,Salesperson_7,EU,Energy & Utilities,Marketing,Proposal Sent,Plus,5,150,40025.39,5783.44,,117,2026-04-26,2024-07-15 00:00:00
848,Salesperson_8,EU,Other,Event,Qualified,Plus,1,200,135527.15,21479.01,,30,2026-04-27,2024-03-29 00:00:00
849,Salesperson_9,EU,Energy & Utilities,Event,Proposal Sent,Enterprise,1,50,65110.72,141645.6,Lack of Features,104,2026-04-28,2024-10-22 00:00:00
850,Salesperson_10,EU,Other,Event,Qualified,Enterprise,3,150,7251.86,56094.01,,129,2026-04-29,
851,Salesperson_1,North America,Manufacturing,Event,Closed Won,Essentials,4,200,27239.43,48638.18,,47,2026-04-30,
852,Salesperson_2,EU,Other,Event,Qualified,Premium,1,50,59288.83,107449.04,,124,2026-05-01,2024-09-26 00:00:00
853,Salesperson_3,EU,Other,Marketing,Qualified,Enterprise,2,150,123422.52,69453.08,,170,2026-05-02,
854,Salesperson_4,EU,Manufacturing,Outbound,Closed Won,Essentials,2,150,123904.99,98171.11,,107,2026-05-03,2024-07-01 00:00:00
855,Salesperson_5,North America,Other,Partner,Negotiation,Enterprise,2,50,91992.12,148055.24,,152,2026-05-04,2024-11-14 00:00:00
856,Salesperson_6,North America,Energy & Utilities,Outbound,Negotiation,Plus,2,50,53588.04,161240.08,,50,2026-05-05,2024-02-24 00:00:00
857,Salesperson_7,EU,Healthcare,Inbound,Proposal Sent,Essentials,1,3,144078.29,123637.1,Lack of Features,162,2026-05-06,2024-04-03 00:00:00
858,Salesperson_8,EU,Education,Event,Qualified,Enterprise,5,200,148960.22,165950.54,,123,2026-05-07,2023-12-28 00:00:00
859,Salesperson_9,EU,Healthcare,Partner,Qualified,Premium,2,200,40065.51,49115.76,,90,2026-05-08,2024-08-11 00:00:00
860,Salesperson_10,EU,Other,Inbound,Qualified,Premium,1,200,146156.1,78524.64,Chose Competitor,37,2026-05-09,
861,Salesperson_1,North America,Education,Event,Closed Won,Plus,4,3,32935.76,61813.87,,80,2026-05-10,2024-03-22 00:00:00
862,Salesperson_2,EU,Managed Service Providers,Outbound,Closed Lost,Essentials,3,50,98442.98,76568.4,,126,2026-05-11,
863,Salesperson_3,EU,Energy & Utilities,Partner,Closed Lost,Premium,4,3,125139.74,123839.69,Lack of Features,80,2026-05-12,2024-03-21 00:00:00
864,Salesperson_4,North America,Education,Event,Closed Won,Plus,4,200,121193.09,200202.81,Lack of Features,60,2026-05-13,2024-09-14 00:00:00
865,Salesperson_5,EU,Energy & Utilities,Marketing,Qualified,Enterprise,5,50,88788.77,101091.46,,165,2026-05-14,2024-07-24 00:00:00
866,Salesperson_6,EU,Healthcare,Event,Closed Won,Plus,3,50,23686.22,92496.33,,126,2026-05-15,
867,Salesperson_7,EU,Education,Partner,Closed Won,Essentials,3,150,97259.66,122834.97,,82,2026-05-16,2024-02-13 00:00:00
868,Salesperson_8,EU,Education,Marketing,Closed Won,Premium,5,50,146716.57,28650.64,,51,2026-05-17,
869,Salesperson_9,EU,Manufacturing,Marketing,Qualified,Enterprise,1,150,30189.0,32530.02,,160,2026-05-18,
870,Salesperson_10,EU,Other,Marketing,Proposal Sent,Plus,1,3,136104.85,220819.32,Chose Competitor,42,2026-05-19,2024-05-16 00:00:00
871,Salesperson_1,EU,Energy & Utilities,Inbound,Closed Lost,Essentials,4,50,80005.18,189965.47,,92,2026-05-20,
872,Salesperson_2,EU,Other,Inbound,Closed Won,Plus,4,200,68423.23,75381.48,Lack of Features,14,2026-05-21,
873,Salesperson_3,EU,Other,Inbound,Closed Won,Plus,5,200,19438.8,242493.73,,41,2026-05-22,2023-12-20 00:00:00
874,Salesperson_4,EU,Energy & Utilities,Outbound,Closed Lost,Enterprise,5,200,121169.94,84722.28,,23,2026-05-23,
875,Salesperson_5,North America,Energy & Utilities,Marketing,Negotiation,Essentials,1,200,78117.27,167292.46,,93,2026-05-24,2024-04-29 00:00:00
876,Salesperson_6,EU,Education,Event,Qualified,Enterprise,1,200,96558.95,33375.7,,151,2026-05-25,2024-02-05 00:00:00
877,Salesperson_7,EU,Healthcare,Inbound,Closed Won,Plus,4,150,118720.79,118860.3,,132,2026-05-26,
878,Salesperson_8,North America,Manufacturing,Event,Proposal Sent,Plus,5,50,127239.46,83131.96,,104,2026-05-27,2024-06-30 00:00:00
879,Salesperson_9,EU,Healthcare,Outbound,Qualified,Essentials,5,3,95961.17,32816.39,,46,2026-05-28,2024-07-19 00:00:00
880,Salesperson_10,EU,Other,Inbound,Closed Lost,Premium,1,3,42733.37,175757.3,Chose Competitor,90,2026-05-29,
881,Salesperson_1,EU,Education,Outbound,Negotiation,Premium,2,150,85171.3,177680.61,Chose Competitor,106,2026-05-30,
882,Salesperson_2,EU,Energy & Utilities,Event,Negotiation,Enterprise,3,150,142561.54,194552.04,,150,2026-05-31,
883,Salesperson_3,EU,Manufacturing,Outbound,Proposal Sent,Essentials,3,200,34545.57,123515.99,,16,2026-06-01,
884,Salesperson_4,North America,Energy & Utilities,Event,Closed Won,Essentials,4,150,18523.48,202156.72,Chose Competitor,170,2026-06-02,
885,Salesperson_5,North America,Energy & Utilities,Outbound,Qualified,Premium,1,3,68426.05,124847.72,,121,2026-06-03,
886,Salesperson_6,EU,Other,Outbound,Qualified,Essentials,4,200,96189.65,105940.72,,175,2026-06-04,2024-03-12 00:00:00
887,Salesperson_7,EU,Education,Outbound,Proposal Sent,Essentials,2,50,91026.79,62540.71,,92,2026-06-05,
888,Salesperson_8,EU,Managed Service Providers,Marketing,Closed Won,Enterprise,1,150,9033.66,76277.91,Budget Constraints,111,2026-06-06,2024-11-11 00:00:00
889,Salesperson_9,EU,Managed Service Providers,Partner,Proposal Sent,Plus,5,150,107598.51,129334.41,,55,2026-06-07,2023-12-04 00:00:00
890,Salesperson_10,EU,Healthcare,Marketing,Closed Lost,Essentials,3,200,138486.19,223003.6,,93,2026-06-08,
891,Salesperson_1,EU,Other,Partner,Closed Lost,Plus,3,3,16422.01,196792.83,,166,2026-06-09,2024-05-31 00:00:00
892,Salesperson_2,EU,Other,Marketing,Negotiation,Enterprise,4,50,60448.7,19896.8,,18,2026-06-10,2024-08-14 00:00:00
893,Salesperson_3,EU,Education,Inbound,Qualified,Premium,2,3,112639.25,194090.67,,174,2026-06-11,2024-06-18 00:00:00
894,Salesperson_4,North America,Energy & Utilities,Marketing,Qualified,Enterprise,5,150,23929.46,69093.29,,82,2026-06-12,
895,Salesperson_5,EU,Healthcare,Partner,Proposal Sent,Premium,2,3,70787.41,82816.5,Lack of Features,92,2026-06-13,2024-07-05 00:00:00
896,Salesperson_6,EU,Managed Service Providers,Marketing,Proposal Sent,Premium,3,3,96567.76,100887.71,Lack of Features,154,2026-06-14,
897,Salesperson_7,EU,Healthcare,Outbound,Proposal Sent,Essentials,1,200,56927.6,113278.13,,155,2026-06-15,
898,Salesperson_8,EU,Managed Service Providers,Outbound,Qualified,Enterprise,2,150,39759.67,102676.48,,20,2026-06-16,
899,Salesperson_9,EU,Energy & Utilities,Inbound,Closed Won,Enterprise,4,3,135196.84,228530.34,,140,2026-06-17,
900,Salesperson_10,EU,Other,Marketing,Proposal Sent,Essentials,2,50,48053.76,70737.72,,24,2026-06-18,
901,Salesperson_1,North America,Education,Inbound,Qualified,Enterprise,4,150,82635.5,183405.78,No Decision,43,2026-06-19,2024-05-11 00:00:00
902,Salesperson_2,EU,Education,Outbound,Qualified,Plus,1,3,40561.89,88261.18,No Decision,137,2026-06-20,2024-08-13 00:00:00
903,Salesperson_3,North America,Manufacturing,Partner,Closed Lost,Enterprise,4,200,118104.2,205538.52,,26,2026-06-21,
904,Salesperson_4,EU,Manufacturing,Partner,Closed Won,Premium,3,200,118976.99,80585.11,,27,2026-06-22,2024-06-02 00:00:00
905,Salesperson_5,EU,Other,Marketing,Proposal Sent,Enterprise,2,200,116706.78,105403.83,,45,2026-06-23,2024-07-21 00:00:00
906,Salesperson_6,EU,Other,Partner,Closed Won,Plus,5,3,100592.37,145263.9,,48,2026-06-24,
907,Salesperson_7,EU,Managed Service Providers,Outbound,Closed Won,Premium,3,50,44869.9,45801.11,Chose Competitor,36,2026-06-25,2024-04-15 00:00:00
908,Salesperson_8,EU,Managed Service Providers,Event,Negotiation,Premium,3,50,140571.5,55519.2,,143,2026-06-26,
909,Salesperson_9,EU,Energy & Utilities,Event,Proposal Sent,Essentials,3,200,95978.51,158195.19,,51,2026-06-27,2024-10-13 00:00:00
910,Salesperson_10,EU,Other,Partner,Negotiation,Plus,5,3,97566.05,237230.06,Lack of Features,70,2026-06-28,2024-09-12 00:00:00
911,Salesperson_1,EU,Healthcare,Event,Negotiation,Premium,4,3,89006.41,155259.47,Lack of Features,33,2026-06-29,2024-10-30 00:00:00
912,Salesperson_2,North America,Managed Service Providers,Inbound,Negotiation,Enterprise,2,150,19995.79,85772.62,No Decision,102,2026-06-30,2024-04-24 00:00:00
913,Salesperson_3,EU,Manufacturing,Event,Closed Won,Premium,1,150,71573.52,153215.5,,101,2026-07-01,
914,Salesperson_4,EU,Education,Inbound,Proposal Sent,Essentials,1,3,91404.69,9880.38,,96,2026-07-02,
915,Salesperson_5,EU,Energy & Utilities,Outbound,Closed Won,Premium,1,150,20526.11,181946.04,No Decision,30,2026-07-03,2024-02-15 00:00:00
916,Salesperson_6,EU,Education,Event,Qualified,Essentials,5,200,45957.14,201591.16,Lack of Features,115,2026-07-04,2024-09-13 00:00:00
917,Salesperson_7,EU,Managed Service Providers,Inbound,Negotiation,Enterprise,5,200,134717.69,27111.91,,97,2026-07-05,2024-08-04 00:00:00
918,Salesperson_8,EU,Education,Event,Qualified,Essentials,1,200,18452.69,177658.98,Budget Constraints,27,2026-07-06,2024-10-03 00:00:00
919,Salesperson_9,EU,Energy & Utilities,Partner,Closed Lost,Plus,2,150,76665.53,228496.0,,136,2026-07-07,2024-11-16 00:00:00
920,Salesperson_10,EU,Energy & Utilities,Event,Qualified,Enterprise,5,150,57402.61,192876.3,,112,2026-07-08,
921,Salesperson_1,EU,Manufacturing,Inbound,Closed Lost,Essentials,1,50,126555.8,140459.08,,149,2026-07-09,2024-07-01 00:00:00
922,Salesperson_2,North America,Education,Event,Proposal Sent,Premium,1,150,61666.03,165458.24,,25,2026-07-10,
923,Salesperson_3,EU,Manufacturing,Event,Negotiation,Plus,4,150,76200.36,132069.0,No Decision,144,2026-07-11,
924,Salesperson_4,North America,Education,Partner,Qualified,Enterprise,4,50,8183.76,93713.95,Budget Constraints,116,2026-07-12,
925,Salesperson_5,EU,Healthcare,Marketing,Negotiation,Enterprise,4,150,15668.52,53617.75,,174,2026-07-13,2024-07-23 00:00:00
926,Salesperson_6,EU,Other,Outbound,Closed Lost,Plus,5,150,144086.49,43463.26,,111,2026-07-14,
927,Salesperson_7,EU,Manufacturing,Inbound,Closed Won,Essentials,1,200,16065.34,136246.21,Lack of Features,49,2026-07-15,2024-07-16 00:00:00
928,Salesperson_8,EU,Managed Service Providers,Inbound,Negotiation,Premium,4,200,104663.78,215632.09,,150,2026-07-16,
929,Salesperson_9,EU,Managed Service Providers,Outbound,Closed Won,Essentials,4,3,59411.88,61186.94,,32,2026-07-17,
930,Salesperson_10,EU,Managed Service Providers,Inbound,Proposal Sent,Premium,4,3,50469.82,201314.92,Lack of Features,63,2026-07-18,
931,Salesperson_1,EU,Other,Outbound,Proposal Sent,Enterprise,3,3,136703.85,228110.18,No Decision,124,2026-07-19,
932,Salesperson_2,EU,Manufacturing,Marketing,Closed Won,Essentials,2,3,122239.61,86218.02,,50,2026-07-20,2023-12-05 00:00:00
933,Salesperson_3,EU,Manufacturing,Inbound,Qualified,Plus,3,150,31071.93,57825.7,No Decision,39,2026-07-21,2024-08-28 00:00:00
934,Salesperson_4,EU,Manufacturing,Event,Closed Lost,Premium,4,200,6470.34,184666.92,,76,2026-07-22,
935,Salesperson_5,EU,Healthcare,Event,Proposal Sent,Essentials,3,150,30908.18,235303.38,Budget Constraints,68,2026-07-23,
936,Salesperson_6,North America,Education,Outbound,Negotiation,Plus,2,3,87257.61,13838.37,,71,2026-07-24,2024-03-16 00:00:00
937,Salesperson_7,EU,Managed Service Providers,Event,Closed Lost,Plus,4,50,92964.95,9906.95,,24,2026-07-25,
938,Salesperson_8,North America,Healthcare,Outbound,Qualified,Premium,5,200,9560.32,235387.02,,175,2026-07-26,2024-04-25 00:00:00
939,Salesperson_9,North America,Energy & Utilities,Inbound,Closed Lost,Enterprise,1,200,146507.8,30117.58,No Decision,152,2026-07-27,
940,Salesperson_10,EU,Energy & Utilities,Outbound,Qualified,Premium,2,150,149092.24,102494.66,,16,2026-07-28,2024-03-09 00:00:00
941,Salesperson_1,North America,Energy & Utilities,Partner,Negotiation,Essentials,3,3,75167.09,123800.49,,23,2026-07-29,
942,Salesperson_2,EU,Education,Inbound,Closed Lost,Plus,5,3,94030.72,43451.65,,174,2026-07-30,
943,Salesperson_3,North America,Other,Marketing,Negotiation,Enterprise,4,150,84240.0,78859.28,,67,2026-07-31,2024-04-17 00:00:00
944,Salesperson_4,EU,Healthcare,Outbound,Proposal Sent,Enterprise,3,200,27966.3,61351.28,,132,2026-08-01,
945,Salesperson_5,EU,Managed Service Providers,Outbound,Closed Won,Plus,2,200,112546.04,194240.85,Lack of Features,20,2026-08-02,
946,Salesperson_6,EU,Other,Event,Closed Lost,Enterprise,3,50,139354.56,65590.64,,20,2026-08-03,
947,Salesperson_7,North America,Education,Partner,Proposal Sent,Plus,4,50,32962.56,71752.27,,66,2026-08-04,
948,Salesperson_8,EU,Other,Outbound,Qualified,Plus,4,150,9285.51,35292.49,,69,2026-08-05,2024-10-03 00:00:00
949,Salesperson_9,North America,Managed Service Providers,Marketing,Qualified,Premium,4,200,8340.54,197093.13,,49,2026-08-06,
950,Salesperson_10,North America,Manufacturing,Marketing,Proposal Sent,Enterprise,5,150,79202.98,165542.61,Lack of Features,45,2026-08-07,
951,Salesperson_1,EU,Energy & Utilities,Outbound,Closed Lost,Essentials,4,150,27090.17,37142.33,Budget Constraints,138,2026-08-08,
952,Salesperson_2,North America,Education,Marketing,Closed Lost,Enterprise,3,3,130696.77,186428.81,,91,2026-08-09,2024-09-02 00:00:00
953,Salesperson_3,North America,Manufacturing,Outbound,Qualified,Plus,1,50,21644.33,71149.67,,92,2026-08-10,2024-10-29 00:00:00
954,Salesperson_4,North America,Manufacturing,Inbound,Closed Won,Essentials,2,150,36458.88,25804.57,,109,2026-08-11,
955,Salesperson_5,EU,Healthcare,Marketing,Negotiation,Plus,1,50,52493.26,23103.11,No Decision,172,2026-08-12,2024-08-06 00:00:00
956,Salesperson_6,EU,Education,Marketing,Qualified,Plus,2,3,36865.36,181917.65,,111,2026-08-13,2024-06-23 00:00:00
957,Salesperson_7,EU,Energy & Utilities,Partner,Negotiation,Enterprise,4,200,110522.87,191784.57,No Decision,14,2026-08-14,2023-12-19 00:00:00
958,Salesperson_8,EU,Managed Service Providers,Outbound,Proposal Sent,Premium,4,200,141277.98,106768.11,,140,2026-08-15,2024-01-10 00:00:00
959,Salesperson_9,EU,Education,Event,Closed Won,Enterprise,1,50,43800.63,8611.74,,84,2026-08-16,2024-09-22 00:00:00
960,Salesperson_10,EU,Other,Inbound,Qualified,Enterprise,5,50,74828.36,208411.62,,136,2026-08-17,
961,Salesperson_1,EU,Manufacturing,Event,Closed Won,Essentials,2,150,143218.26,153193.61,,16,2026-08-18,
962,Salesperson_2,EU,Education,Partner,Negotiation,Enterprise,1,3,55540.24,42202.65,,116,2026-08-19,2024-06-21 00:00:00
963,Salesperson_3,North America,Manufacturing,Inbound,Qualified,Premium,3,150,84967.08,185288.98,,150,2026-08-20,
964,Salesperson_4,North America,Healthcare,Outbound,Closed Won,Essentials,3,200,47676.53,199191.9,,27,2026-08-21,2023-12-05 00:00:00
965,Salesperson_5,EU,Other,Event,Proposal Sent,Enterprise,4,150,113053.2,52599.6,,20,2026-08-22,2024-09-01 00:00:00
966,Salesperson_6,EU,Other,Inbound,Negotiation,Premium,1,150,76891.25,153394.44,,61,2026-08-23,2024-11-18 00:00:00
967,Salesperson_7,EU,Energy & Utilities,Marketing,Closed Won,Enterprise,1,50,79335.2,81486.48,,160,2026-08-24,2024-11-04 00:00:00
968,Salesperson_8,North America,Manufacturing,Outbound,Closed Lost,Essentials,4,200,62991.61,84313.05,,19,2026-08-25,
969,Salesperson_9,EU,Manufacturing,Partner,Qualified,Plus,3,3,32992.86,130527.13,Chose Competitor,63,2026-08-26,
970,Salesperson_10,North America,Other,Inbound,Qualified,Premium,2,200,30079.13,10740.83,,68,2026-08-27,
971,Salesperson_1,EU,Other,Marketing,Negotiation,Plus,4,150,104623.33,72142.19,,159,2026-08-28,2024-09-02 00:00:00
972,Salesperson_2,EU,Education,Event,Proposal Sent,Essentials,4,50,133660.66,54653.34,,135,2026-08-29,2024-09-04 00:00:00
973,Salesperson_3,North America,Manufacturing,Event,Qualified,Premium,5,200,45757.0,69746.14,,11,2026-08-30,2024-04-13 00:00:00
974,Salesperson_4,North America,Other,Inbound,Closed Lost,Essentials,1,50,61959.76,165732.42,,99,2026-08-31,2024-08-28 00:00:00
975,Salesperson_5,EU,Healthcare,Event,Negotiation,Premium,1,150,89629.0,120493.09,,30,2026-09-01,2024-02-29 00:00:00
976,Salesperson_6,EU,Other,Partner,Proposal Sent,Essentials,2,50,116135.09,76353.47,,158,2026-09-02,
977,Salesperson_7,EU,Education,Outbound,Proposal Sent,Enterprise,4,200,50179.84,27800.29,,104,2026-09-03,
978,Salesperson_8,North America,Managed Service Providers,Partner,Closed Lost,Essentials,2,50,120144.43,241887.15,,140,2026-09-04,
979,Salesperson_9,EU,Managed Service Providers,Partner,Proposal Sent,Essentials,1,200,143295.5,142444.08,,52,2026-09-05,
980,Salesperson_10,EU,Energy & Utilities,Inbound,Proposal Sent,Plus,4,3,75735.61,123420.63,,111,2026-09-06,
981,Salesperson_1,EU,Manufacturing,Event,Closed Won,Enterprise,1,150,133014.31,227378.11,,64,2026-09-07,
982,Salesperson_2,North America,Manufacturing,Event,Negotiation,Premium,2,200,66441.91,135634.96,,48,2026-09-08,
983,Salesperson_3,EU,Healthcare,Outbound,Closed Won,Enterprise,4,150,113326.49,64930.44,,147,2026-09-09,2024-04-04 00:00:00
984,Salesperson_4,EU,Other,Event,Closed Won,Essentials,3,3,123304.37,9217.07,,11,2026-09-10,2024-01-22 00:00:00
985,Salesperson_5,EU,Energy & Utilities,Event,Negotiation,Premium,5,200,95322.09,126773.55,,170,2026-09-11,
986,Salesperson_6,EU,Other,Outbound,Proposal Sent,Essentials,5,3,93057.87,101443.07,,169,2026-09-12,
987,Salesperson_7,North America,Energy & Utilities,Event,Closed Won,Plus,5,50,67250.38,96320.73,Lack of Features,82,2026-09-13,
988,Salesperson_8,EU,Managed Service Providers,Inbound,Closed Lost,Plus,3,50,87235.6,138912.45,No Decision,78,2026-09-14,2024-01-14 00:00:00
989,Salesperson_9,EU,Manufacturing,Marketing,Proposal Sent,Premium,5,200,59224.27,31534.55,,152,2026-09-15,
990,Salesperson_10,EU,Other,Inbound,Closed Lost,Plus,4,150,96741.28,59894.91,,105,2026-09-16,2024-06-13 00:00:00
991,Salesperson_1,EU,Managed Service Providers,Event,Negotiation,Essentials,3,200,14318.61,243921.7,,140,2026-09-17,2024-08-04 00:00:00
992,Salesperson_2,EU,Education,Inbound,Proposal Sent,Plus,3,200,29251.11,102350.41,Lack of Features,109,2026-09-18,
993,Salesperson_3,EU,Other,Inbound,Closed Won,Plus,2,150,9895.2,61868.31,,50,2026-09-19,
994,Salesperson_4,EU,Manufacturing,Inbound,Closed Lost,Premium,2,50,79146.74,95606.3,,61,2026-09-20,
995,Salesperson_5,North America,Energy & Utilities,Inbound,Negotiation,Essentials,4,150,90096.04,142972.55,Budget Constraints,165,2026-09-21,2024-06-23 00:00:00
996,Salesperson_6,EU,Other,Inbound,Negotiation,Premium,4,200,47553.66,162490.55,,75,2026-09-22,2024-02-21 00:00:00
997,Salesperson_7,EU,Energy & Utilities,Outbound,Closed Lost,Premium,4,200,124869.53,86446.69,,95,2026-09-23,2024-10-06 00:00:00
998,Salesperson_8,EU,Managed Service Providers,Partner,Proposal Sent,Premium,4,50,98539.21,203371.79,,60,2026-09-24,
999,Salesperson_9,North America,Other,Outbound,Proposal Sent,Plus,3,150,144946.06,244075.27,,93,2026-09-25,2023-12-02 00:00:00
1000,Salesperson_10,North America,Energy & Utilities,Event,Proposal Sent,Premium,2,50,56076.73,28370.31,,76,2026-09-26,2024-10-25 00:00:00
1001,Salesperson_1,EU,Managed Service Providers,Outbound,Closed Lost,Enterprise,2,150,9341.29,46467.65,,110,2026-09-27,2024-02-22 00:00:00
1002,Salesperson_2,EU,Manufacturing,Inbound,Qualified,Enterprise,3,3,31086.11,216882.79,,40,2026-09-28,
1003,Salesperson_3,EU,Healthcare,Partner,Closed Lost,Enterprise,5,200,51788.77,125003.81,,176,2026-09-29,2024-03-21 00:00:00
1004,Salesperson_4,North America,Other,Outbound,Closed Won,Enterprise,2,50,119679.97,66242.42,,83,2026-09-30,2023-12-25 00:00:00
1005,Salesperson_5,EU,Energy & Utilities,Marketing,Proposal Sent,Essentials,1,3,56872.95,39625.99,,125,2026-10-01,
1006,Salesperson_6,EU,Energy & Utilities,Outbound,Negotiation,Enterprise,4,200,15532.85,156039.68,,17,2026-10-02,
1007,Salesperson_7,EU,Other,Inbound,Negotiation,Plus,5,150,100258.42,121011.09,,124,2026-10-03,2024-03-01 00:00:00
1008,Salesperson_8,EU,Energy & Utilities,Event,Closed Lost,Essentials,1,200,58934.82,182142.94,,164,2026-10-04,2024-07-26 00:00:00
1009,Salesperson_9,North America,Managed Service Providers,Marketing,Qualified,Enterprise,1,200,118029.61,143826.61,,176,2026-10-05,
1010,Salesperson_10,EU,Managed Service Providers,Marketing,Qualified,Plus,5,150,22734.02,61945.29,,141,2026-10-06,2024-10-27 00:00:00
1011,Salesperson_1,EU,Manufacturing,Event,Proposal Sent,Enterprise,3,50,51195.43,193015.08,,113,2026-10-07,
1012,Salesperson_2,EU,Education,Inbound,Qualified,Essentials,3,3,6580.65,66745.84,,62,2026-10-08,
1013,Salesperson_3,EU,Managed Service Providers,Inbound,Proposal Sent,Plus,2,3,52686.06,81306.46,Lack of Features,57,2026-10-09,
1014,Salesperson_4,EU,Managed Service Providers,Partner,Negotiation,Premium,3,150,72479.61,87777.78,Budget Constraints,38,2026-10-10,2024-02-13 00:00:00
1015,Salesperson_5,EU,Manufacturing,Event,Proposal Sent,Plus,3,50,120309.72,41899.93,,20,2026-10-11,2024-02-27 00:00:00
1016,Salesperson_6,EU,Manufacturing,Inbound,Closed Lost,Enterprise,3,3,135317.88,83753.53,,109,2026-10-12,
1017,Salesperson_7,EU,Managed Service Providers,Outbound,Qualified,Premium,2,3,86437.88,143501.53,,37,2026-10-13,2024-06-04 00:00:00
1018,Salesperson_8,EU,Education,Outbound,Proposal Sent,Premium,2,150,60910.68,104600.9,No Decision,62,2026-10-14,
1019,Salesperson_9,EU,Managed Service Providers,Marketing,Closed Lost,Plus,3,150,92261.28,6365.08,No Decision,61,2026-10-15,
1020,Salesperson_10,EU,Healthcare,Outbound,Closed Won,Enterprise,3,3,81453.04,174147.35,,155,2026-10-16,2024-03-15 00:00:00
1021,Salesperson_1,EU,Manufacturing,Partner,Closed Won,Premium,3,150,19923.43,189984.29,,86,2026-10-17,
1022,Salesperson_2,EU,Manufacturing,Inbound,Closed Won,Essentials,5,150,45317.03,199700.47,,64,2026-10-18,2024-08-01 00:00:00
1023,Salesperson_3,North America,Healthcare,Inbound,Qualified,Plus,3,150,93146.13,138669.24,,161,2026-10-19,
1024,Salesperson_4,EU,Energy & Utilities,Inbound,Closed Lost,Plus,5,200,133087.22,81688.96,,87,2026-10-20,2024-09-07 00:00:00
1025,Salesperson_5,EU,Healthcare,Outbound,Closed Won,Premium,5,3,129687.33,164742.11,,102,2026-10-21,
1026,Salesperson_6,North America,Manufacturing,Marketing,Negotiation,Plus,1,200,15849.51,83850.3,,128,2026-10-22,2024-01-02 00:00:00
1027,Salesperson_7,EU,Healthcare,Outbound,Closed Lost,Essentials,1,50,134436.28,178672.7,,23,2026-10-23,
1028,Salesperson_8,North America,Energy & Utilities,Event,Negotiation,Enterprise,4,200,66153.77,131035.62,,175,2026-10-24,
